MPID	Name	Name_in_Burmese	Constituency	ConstituencyBurmese	Region	RegionBurmese	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year
LWMP-01-0014	U Mya Thein	ဦးမြသိန်း	Bogalay Tsp	ဘိုကလေးမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	21-Jul-49	Others	First Pyithu Hluttaw	2010	2015
LWMP-01-0025	U Kyi Tint	ဦးကြည်တင့်	Da Nu Byu Tsp	ဓနုဖြူမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	19-Jul-50	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0035	U Tin Win	ဦးတင်ဝင်း	Daydaye Tsp	ဒေးဒရဲမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	17-Jul-42	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0040	U Saw James	ဦးစောဂျိမ်း	Eain Mae Tsp	အိမ်မဲမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Kayin	Christianity	13-Mar-40	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0047	U Htay Oo	ဦးဌေးဦး	Hin Tha Ta Tsp	ဟင်္သာတမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	20-Jan-50	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0065	U Maung Maung Soe	ဦးမောင်မောင်စိုး	Ingapu Tsp	အင်္ဂပူမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	21-Oct-52	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0074	U Kyaw Win	ဦးကျော်ဝင်း	Kan-Gyi-Htaunt Tsp	ကန်ကြီးထောင့်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	2-May-55	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0095	U Than Win	ဦးသန်းဝင်း	Kyaik Lat Tsp	ကျိုက်လတ်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	27-Feb-59	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0099	Dr Tin Maung Kyaing	ဒေါက်တာတင်မောင်ကြိုင်	Kyan Khin Tsp	ကြံခင်းမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	23-Dec-50	Medicines	First Pyithu Hluttaw	2010	2015
LWMP-01-0110	U Thein Tun	ဦးသိန်းထွန်း	Kyaunggon Tsp	ကျောင်းကုန်းမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	24-Aug-56	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0113	Dr Soe Thura	ဒေါက်တာစိုးသူရ	Kyone Pyaw Tsp	ကျုံပျော်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	6-Aug-51	Medicines	First Pyithu Hluttaw	2010	2015
LWMP-01-0120	U Zaw Tun	ဦးဇော်ထွန်း	Lat But Tar Tsp	လပွတ္တာမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Christianity	12-Mar-63	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0123	U Ba Htay	ဦးဘဌေး	Lay Myat Hnar Tsp	လေးမျက်နှာမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-Mar-42	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0137	U Sein Winn	ဦးစိန်ဝင်း	Ma U Bin Tsp	မအူပင်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	1-Jan-57	Agriculture	First Pyithu Hluttaw	2012	2015
LWMP-01-0138	U Thein Nyunt	ဦးသိန်းညွှန့်	Ma U Bin Tsp	မအူပင်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	8-Oct-48	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0153	U Ko Ko Lwin	ဦးကိုကိုလွင်	Mawlamyaing Gyun Tsp	မော်လမြိုင်ကျွန်းမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	15-May-61	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0194	U Kyaw Myint	ဦးကျော်မြင့်	Myan Aung Tsp	မြန်အောင်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	30-Aug-43	Agriculture	First Pyithu Hluttaw	2012	2015
LWMP-01-0195	U Than Htay	ဦးသန်းဌေး	Myan Aung Tsp	မြန်အောင်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Nov-54	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0196	U Mann Johnny	ဦးမန်းဂျော်နီ	Myaung Mya Tsp	မြောင်းမြမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	NLD	Male	Kayin	Christianity	30-Jan-42	Civil Service	First Pyithu Hluttaw	2012	2015
LWMP-01-0197	U Tint Hsan	ဦးတင့်ဆန်း	Myaung Mya Tsp	မြောင်းမြမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	14-Sep-56	Business	First Pyithu Hluttaw	2010	2011
LWMP-01-0219	Daw Khin Than Myint	ဒေါ်ခင်သန်းမြင့်	Ngaputaw Tsp	ငပုတောမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Female	Bamar	Buddhism	9-Oct-60	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0224	U Aung Mya Than	ဦးအောင်မြသန်း	Nyaungdon Tsp	ညောင်တုန်းမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Mar-55	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0239	U Mann Mg Mg Nyan	ဦးမန်းမောင်မောင်ဉာဏ်	Pan Ta Naw Tsp	ပန်းတနော်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	NUP	Male	Kayin	Buddhism	18-May-38	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0240	U Winn Myint	ဦးဝင်းမြင့်	Pathein Tsp	ပုသိမ်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	8-Nov-51	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0241	U Than Tun	ဦးသန်းထွန်း	Pathein Tsp	ပုသိမ်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-May-67	Business	First Pyithu Hluttaw	2010	2011
LWMP-01-0265	U Soe Naing	ဦးစိုးနိုင်	Pyapon Tsp	ဖျာပုံမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-May-55	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0322	U Win Than	ဦးဝင်းသန်း	Thar Paung Tsp	သာပေါင်းမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	15-Aug-65	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0338	Daw Myint Myint Sann	ဒေါ်မြင့်မြင့်စန်း	War Khae Ma Tsp	ဝါးခယ်မမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	NLD	Female	Bamar	Buddhism	29-Sep-60	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0339	U Khin Maung Aye	ဦးခင်မောင်အေး	War Khae Ma Tsp	ဝါးခယ်မမြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	4-Feb-52	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0349	U Maung Maung Tin	ဦးမောင်မောင်တင်	Ye Kyi Tsp	ရေကြည်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Mon	Buddhism	17-Nov-55	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0360	U Tin Htut	ဦးတင်ထွဋ်	Zalun Tsp	ဇလွန်မြို့နယ်	Ayeyawady	ဧရာဝတီတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	17-Jan-42	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0007	U Kyin Thein	ဦးကျင်သိန်း	Bago Tsp	ပဲခူးမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	29-Aug-41	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0031	U Min Swe	ဦးမင်းဆွေ	Daikoo Tsp	ဒိုက်ဦးမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	6-Aug-48	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0044	U Thant Zin	ဦးသန့်ဇင်	Gyobingout Tsp	ကြို့ပင်ကောက်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	22-Jun-68	Art	First Pyithu Hluttaw	2010	2015
LWMP-01-0059	U Sein Tun	ဦးစိန်ထွန်း	Htantabin Tsp	ထန်းတပင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	7-May-66	Education	First Pyithu Hluttaw	2012	2015
LWMP-01-0060	U Win Tin	ဦးဝင်းထွန်း	Htantabin Tsp	ထန်းတပင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	7-Aug-54	Business	First Pyithu Hluttaw	2010	2011
LWMP-01-0081	U Win Sein	ဦးဝင်းစိန်	Kawa Tsp	ကဝမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Sep-46	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0103	U Nyan Swe Win	ဦးဉာဏ်ဆွေဝင်း	Kyaukkyi Tsp	ကျောက်ကြီးမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NUP	Male	Bamar	Buddhism	19-Feb-47	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0109	Dr Khin Maung Swe	​ဒေါက်တာခင်မောင်ဆွေ	Kyauktaka Tsp	ကျောက်တံခါးမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Jun-55	Medicines	First Pyithu Hluttaw	2010	2015
LWMP-01-0126	U Kyaw Min	ဦးကျော်မင်း	Letpadan Tsp	လက်ပံတန်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	20-Jun-61	Civil Service	First Pyithu Hluttaw	2012	2015
LWMP-01-0127	Dr Win Myint	ဒေါက်တာဝင်းမြင့်	Letpadan Tsp	လက်ပံတန်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Jul-54	Tourism	First Pyithu Hluttaw	2010	2011
LWMP-01-0176	U Maung Toe	ဦးမောင်တိုး	Minhla Tsp	မင်းလှမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Nov-50	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0188	U Nan Oo	ဦးနန်းဦး	Monyo Tsp	မိုးညိုမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Dec-70	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0214	U Ye Htut Oo	ဦးရဲထွဋ်ဦး	Nattalin Tsp	နတ်တလင်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	16-Jun-77	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0225	U Soe Myint	ဦးစိုးမြင့်	Nyaunglaypin Tsp	ညောင်လေးပင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	18-May-40	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0226	U Tin Htway	ဦးတင်ထွေး	Oakpho Tsp	အုတ်ဖိုမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	14-Jan-67	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0227	U Nyi Nyi Myint	ဦးညီညီမြင့်	Oaktwin Tsp	အုတ်တွင်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	19-Sep-65	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0232	U Khin Win	ဦးခင်ဝင်း	Padaung Tsp	ပန်းတောင်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	28-Apr-48	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0242	U Aye Han	ဦးအေးဟန်	Pauk Khaung	ပေါက်ခေါင်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	22-May-37	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0246	U Aung Myint Thein	ဦးအောင်မြင့်သိန်း	Paungde Tsp	ပေါင်းတည်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	27-Feb-55	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0254	U Nyunt Hlaing	ဦးညွှန့်လှိုင်	Phyu Tsp	ဖြူးမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	16-Feb-54	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0267	U Win Myint	ဦးဝင်းမြင့်	Pyay Tsp	ပြည်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Jul-53	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0287	U Tin Tun	ဦးတင်ထွန်း	Shwekyin Tsp	ရွှေကျင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NUP	Male	Bamar	Buddhism	13-Mar-43	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0289	Prof: Dr. Aye Myint	ဒေါက်တာအေးမြင့်	Shwetaung Tsp	ရွှေတောင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Female	Bamar	Buddhism	25-Feb-45	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0312	U Aung Min	ဦးအောင်မင်း	Taungoo Tsp	တောင်ငူမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	21-Nov-49	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0317	U Myint Oo	ဦးမြင့်ဦး	Thanatpin Tsp	သနပ်ပင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	13-Sep-56	Medicines	First Pyithu Hluttaw	2012	2015
LWMP-01-0318	U Arnt Gyi	ဦးအံ့ကြီး	Thanatpin Tsp	သနပ်ပင်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	1-Oct-50	Business	First Pyithu Hluttaw	2010	2011
LWMP-01-0324	U Maung Maung	ဦးမောင်မောင်	Tharyarwaddy Tsp	သာယာဝတီမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	27-Jul-53	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0329	U Soe Aung	ဦးစိုးအောင်	Thegon Tsp	သဲကုန်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Dec-63	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0333	Daw Su Su Lwin	ဒေါ်စုစုလွင်	Thongwa Tsp	သုံးခွမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NLD	Female	Bamar	Buddhism	22-Apr-52	Civil Service	First Pyithu Hluttaw	2012	2015
LWMP-01-0335	U Aung Soe Myint	ဦးအောင်စိုးမြင့်	Toungoo Tsp	တောင်ငူမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	NLD	Male	Bamar	Buddhism	3-Aug-52	Others	First Pyithu Hluttaw	2012	2015
LWMP-01-0340	U Myint Shwe	ဦးမြင့်ရွှေ	Waw Tsp	ဝေါမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	5-Dec-47	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0355	U Myo Thant	ဦးမျိုးသန့်	Yetarshay Tsp	ရေတာရှည်မြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	20-Oct-51	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0361	U Khin Maung Myint	ဦးခင်မောင်မြင့်	Zegone Tsp	ဇီးကုန်းမြို့နယ်	Bago	ပဲခူးတိုင်းဒေသကြီး	USDP	Male	Bamar	Buddhism	12-Dec-54	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0045	U Ngun Maung	ဦးငွန်မောင်း	Har Khar Tsp	ဟားခါးမြို့နယ်	Chin	ချင်းပြည်နယ်	CNP	Male	Chin	Christianity	12-Mar-50	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0058	Daw Zar Ta Lem	ဒေါ်ဇာတလိန်း	Htan Talan Tsp	ထန်တလန်မြို့နယ်	Chin	ချင်းပြည်နယ်	CNP	Female	Chin	Christianity	14-Feb-68	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0073	Thura U Aung Ko	သူရဦးအောင်ကို	Kan Pet Let Tsp	ကန်ပက်လက်မြို့နယ်	Chin	ချင်းပြည်နယ်	USDP	Male	Bamar	Buddhism	4-Jan-48	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0136	Dr Ro Oak	ဒေါက်တာရိုအုပ်	Ma Tupe Tsp	မတူပီမြို့နယ်	Chin	ချင်းပြည်နယ်	USDP	Male	Chin	Christianity	20-Jun-46	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0178	U Htann Lain	ဦးထန်လိန်း	Minn Dut Tsp	မင်းတပ်မြို့နယ်	Chin	ချင်းပြည်နယ်	USDP	Male	Chin	Christianity	15-Mar-58	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0238	U Pike Linn	ဦးပိုက်လင်း	Paletwa Tsp	ပလက်ဝမြို့နယ်	Chin	ချင်းပြည်နယ်	CDP	Male	Khu Phee Chin	Christianity	9-Jun-46	Medicines	First Pyithu Hluttaw	2010	2015
LWMP-01-0248	U Khun Lane	ဦးခွန်လိန်း	Pha Lann Tsp	ဖလမ်းမြို့နယ်	Chin	ချင်းပြည်နယ်	CDP	Male	Chin	Christianity	8-Jun-43	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0313	U Phone Khant In	ဦးပုမ်ခန့်အင်	Tee Tain Tsp	တီးတိန်မြို့နယ်	Chin	ချင်းပြည်နယ်	USDP	Male	Chin	Christianity	7-Sep-42	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0336	U Hauk Khant Man	ဦးဟောက်ခန့်မန်	Tunn Zan Tsp	တွန်းဇံမြို့နယ်	Chin	ချင်းပြည်နယ်	USDP	Male	Chin	Christianity	10-Dec-43	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0010	U Lun Maung	ဦးလွန်းမောင်	Bamaw Tsp	ဗန်းမော်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Shan	Buddhism	2-Mar-49	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0023	U Zone Tain	ဦးဇုန်တိန့်	Chi Bway Tsp	ချီဖွေမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	La Chade	Christianity	26-Jun-54	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0057	U Ohn Myint	ဦးအုန်းမြင့်	Hpa Khant Tsp	ဖားကန့်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Bamar	Buddhism	29-Oct-54	Military	First Pyithu Hluttaw	2010	2011
LWMP-01-0064	Daw Dwe Bu	ဒေါ်ဒွဲဘူ	In Gyanyan Tsp	အင်ဂျန်းယန်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	UDP	Female	Kachin	Christianity	26-Mar-62	Law	First Pyithu Hluttaw	2010	2015
LWMP-01-0086	U Si Khan Rum	ဦးစီခဲန်ရန်း	Khaung Lan Phu Tsp	ခေါင်လန်ဖူးမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Rawan	Christianity	14-Dec-50	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0134	U In Phone Sunn	ဦးအင်ဖုန်ဆွမ်း	Ma Chan Baw Tsp	မချမ်းဘောမြို့နယ်	Kachin	ကချင်ပြည်နယ်	NUP	Male	Rawan	Christianity	24-Dec-40	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0147	U Tun Tun	ဦးထွန်းထွန်း	Manse Tsp	မံစီမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Shan-Bamar	Buddhism	9-Nov-55	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0180	U Hpone Swe	ဦးဖုန်းဆွေ	Mo Gaung Tsp	မိုးကောင်းမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Bamar	Buddhism	13-May-54	Civil Service	First Pyithu Hluttaw	2010	2011
LWMP-01-0181	U Kyaw Soe Lay	ဦးကျော်စိုးလေး	Mo Hnyinn Tsp	မိုးညှင်းမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Time Line	Buddhism	12-Nov-57	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0182	U Zaw Tun	ဦးဇော်ထွန်း	Mo Mout Tsp	မိုးမောက်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	SNDP	Male	Shan	Buddhism	3-Jan-84	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0205	U Thein Zaw	ဦးသိန်းဇော်	Myitkyina Tsp	မြစ်ကြီးနားမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Bamar	Buddhism	20-Oct-51	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0215	U Gyi Phone Sarr	ဦးဂျီဖုန်းဆာ	Naung Mon Tsp	နောင်မွန်းမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Rawan	Christianity	20-Feb-54	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0262	U Yaw De Dwe	ဦးယော်ဒီဒွေ	Putato Tsp	ပူတာအိုမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Lesu	Christianity	16-Apr-62	Agriculture	First Pyithu Hluttaw	2010	2015
LWMP-01-0279	U Zaung Khaung	ဦးဇောင်ခေါင်	Saw Law Tsp	ဆော့လော်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Law Waw	Christianity	19-Jun-70	Civil Service	First Pyithu Hluttaw	2010	2015
LWMP-01-0286	U Winn Naing	ဦးဝင်းနိုင်	Shwegu Tsp	ရွှေကူမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Shan-Bamar	Buddhism	2-Feb-45	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0297	U Kha Mine Mon Kwan	ဦးခမိုင်မုံကွမ်	Swum Para Bwum Tsp	ဆွမ်ပရာဘွမ်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Jane Phaw	Christianity	10-Apr-56	Business	First Pyithu Hluttaw	2010	2015
LWMP-01-0298	U Myo Swe	ဦးမျိုးဆွေ	Ta Nine Tsp	တနိုင်းမြို့နယ်	Kachin	ကချင်ပြည်နယ်	USDP	Male	Bamar	Buddhism	12-Jan-51	Military	First Pyithu Hluttaw	2010	2015
LWMP-01-0342	U Yein Baum	ဦးယိန်ဘော	Wine Maw Tsp	ဝိုင်းမော်မြို့နယ်	Kachin	ကချင်ပြည်နယ်	NUP	Male	La Chade	Christianity	24-Dec-37	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0009	U Aye Maung	ဦးအေးမောင်	Bal La Khae Tsp	ဘောလခဲမြို့နယ်	Kayah	ကယားပြည်နယ်	USDP	Male	Pin Ta Lae	Buddhism	22-Apr-71	Education	First Pyithu Hluttaw	2010	2015
LWMP-01-0036	U Soe Rae	ဦးစိုးရယ်	De Maw So Tsp	ဒီးမော့ဆိုမြို့နယ်	Kayah	ကယားပြည်နယ်	USDP	Male	Kayah	Buddhism	19-Mar-66	Civil Service	First Pyithu Hluttaw	2010	2015
