constituency_number,constituency_name,ward_village_number,ward_village
1,ကချင်ပြည်နယ်,0,ပူတာအိုခရိုင် တစ်ခုလုံး
2,ကချင်ပြည်နယ်,0,မြစ်ကြီးနားမြို့နယ် တစ်ခုလုံး
3,ကချင်ပြည်နယ်,0,ဝိုင်းမော်မြို့နယ် တစ်ခုလုံး
4,ကချင်ပြည်နယ်,0,တနိုင်းမြို့နယ် တစ်ခုလုံး
5,ကချင်ပြည်နယ်,0,ချီဖွေမြို့နယ်
5,ကချင်ပြည်နယ်,0,ဆော့လော်မြို့နယ်
5,ကချင်ပြည်နယ်,0,အင်ဂျန်းယန်မြို့နယ်
6,ကချင်ပြည်နယ်,1,မိုးညှင်းမြို့နယ်အတွင်းရှိ  နန့်ခါရပ်ကွက်(မိုးညှင်းမြို့)
6,ကချင်ပြည်နယ်,2,မြို့မရပ်ကွက်(မိုးညှင်းမြို့)
6,ကချင်ပြည်နယ်,3,အုတ်ကျင်းရပ်ကွက် (မိုးညှင်း မြို့)
6,ကချင်ပြည်နယ်,4,အရှေ့စုရပ်ကွက်(မိုးညှင်းမြို့)
6,ကချင်ပြည်နယ်,5,အောင်သပြေ ရပ်ကွက်(မိုးညှင်းမြို့)
6,ကချင်ပြည်နယ်,6,ပင်လုံ ကျေးရွာအုပ်စု
6,ကချင်ပြည်နယ်,7,မော်ဟန် ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,8,ညောင်ကိုင်း ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,9,ကာတူ ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,10,ဆယ်မိုင်ရွာသစ် ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,11,နန့်ပုတ် ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,12,ပင်းဟဲကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,13,ရွာသစ်ကုန်းကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,14,အင်ကြင်းကုန်း ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,15,ဘီလူး ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,16,ညောင်ကုန်း ကျေးရွာအုပ်စု
6,ကချင်ပြည်နယ်,17,ဟဲလုံ ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,18,နန်းမား ကျေးရွာအုပ်စု
6,ကချင်ပြည်နယ်,19,နမ့်စော်လော်ကျေးရွာအုပ်စု
6,ကချင်ပြည်နယ်,20,အင်းကုန်း ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,21,ညောင်ပင်သာကျေးရွာအုပ်စု
6,ကချင်ပြည်နယ်,22,တောင်အင်း ကျေးရွာ အုပ်စု
6,ကချင်ပြည်နယ်,23,လယ်မီးကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,1,မိုးညှင်းမြို့နယ်အတွင်းရှိ  မြဇေယျာရပ်ကွက်(ဟိုပင်မြို့)
7,ကချင်ပြည်နယ်,2,မြသီတာရပ်ကွက်(ဟိုပင်မြို့)
7,ကချင်ပြည်နယ်,3,မြို့မတောင် ရပ်ကွက်  (ဟိုပင်မြို့)
7,ကချင်ပြည်နယ်,4,မြို့မမြောက်ရပ်ကွက်(ဟိုပင်မြို့)
7,ကချင်ပြည်နယ်,5,နန့်မွန်း ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,6,လုံးတုံ ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,7,မမုန်ကိုင် ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,8,လွဲမွန် ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,9,ညောင်ပင် ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,10,လုံးစန့် ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,11,ချောင်းဝ ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,12,မပြင် ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,13,ပန်းလား ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,14,ဟဲပု ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,15,မိုင်းပုတ် ကျေးရွာအုပ်စု
7,ကချင်ပြည်နယ်,16,တကွင်းကျေးရွာအုပ်စု
7,ကချင်ပြည်နယ်,17,အင်းလေး ကျေးရွာအုပ်စု
7,ကချင်ပြည်နယ်,18,မြို့သစ်ကလေးကျေးရွာအုပ်စု
7,ကချင်ပြည်နယ်,19,နန့်ရင်း ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,20,ကြာကြီးကွင်း ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,21,ခုနစ်မိုင်ကုန်းတန်းကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,22,ရွာသစ်ကြီး ကျေးရွာ အုပ်စု
7,ကချင်ပြည်နယ်,23,ဇောတိကုန်း ကျေးရွာအုပ်စု
8,ကချင်ပြည်နယ်,0,မိုးကောင်းမြို့နယ် တစ်ခုလုံး
9,ကချင်ပြည်နယ်,0,ဖားကန့်မြို့နယ် တစ်ခုလုံး
10,ကချင်ပြည်နယ်,0,ဗန်းမော်မြို့နယ် တစ်ခုလုံး
11,ကချင်ပြည်နယ်,0,မိုးမောက်မြို့နယ် တစ်ခုလုံး
12,ကချင်ပြည်နယ်,0,မံစီမြို့နယ်
12,ကချင်ပြည်နယ်,0,ရွှေကူမြို့နယ်
1,ကယားပြည်နယ်,1,လွိုင်ကော်မြို့နယ် အတွင်းရှိ  နောင်ယား (က) ရပ်ကွက် (လွိုင်ကော်မြို့)
1,ကယားပြည်နယ်,2,နောင်ယား (ခ) ရပ်ကွက်(လွိုင်ကော်မြို့)
1,ကယားပြည်နယ်,3,မင်းစုရပ်ကွက်(လွိုင်ကော်မြို့)
1,ကယားပြည်နယ်,4,ဒေါနိုးကူးရပ်ကွက်  (လွိုင်ကော်မြို့)
1,ကယားပြည်နယ်,5,ချိကယ် ကျေးရွာအုပ်စု
1,ကယားပြည်နယ်,6,တီးလုံကျေးရွာ အုပ်စု
1,ကယားပြည်နယ်,7,လွိုင်လင်လေးကျေးရွာအုပ်စု
1,ကယားပြည်နယ်,8,ကုန်းသာကျေးရွာ အုပ်စု
1,ကယားပြည်နယ်,9,ဒေါပေါ်ကလဲကျေးရွာအုပ်စု
1,ကယားပြည်နယ်,10,နိုးကိုးကျေးရွာ အုပ်စု
1,ကယားပြည်နယ်,11,ထီးစဲခါးကျေးရွာအုပ်စု
1,ကယားပြည်နယ်,12,နွားလဝိုးကျေးရွာ အုပ်စု
2,ကယားပြည်နယ်,1,လွိုင်ကော်မြို့နယ်အတွင်းရှိ  စျေးပိုင်းရပ်ကွက်(လွိုင်ကော် မြို့)
2,ကယားပြည်နယ်,2,ဓမ္မာရုံရပ်ကွက်(လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,3,ရွှေတောင်ရပ်ကွက် (လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,4,မင်္ဂလာရပ်ကွက်(လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,5,မိုင်းလုံး ရပ်ကွက်(လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,6,လောဓမ္မရပ်ကွက် (လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,7,ဒေါတမ္မရပ်ကွက်(လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,8,ဒေါဥခူရပ်ကွက် (လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,9,ရှမ်းစုရပ်ကွက် (လွိုင်ကော်မြို့)
2,ကယားပြည်နယ်,10,ပန်ကန်းကျေးရွာအုပ်စု
2,ကယားပြည်နယ်,11,မထောခူ ကျေးရွာ အုပ်စု
2,ကယားပြည်နယ်,12,လောပိတ ကျေးရွာအုပ်စု
2,ကယားပြည်နယ်,13,ပါလောင်း ကျေးရွာ အုပ်စု
3,ကယားပြည်နယ်,1,ဒီးမော့ဆိုမြို့နယ်အတွင်းရှိ  ဆင်တောင်ကျေးရွာအုပ်စု
3,ကယားပြည်နယ်,2,ဘုရားဖြူကျေးရွာအုပ်စု
3,ကယားပြည်နယ်,3,နန်းမယ်ခုံကျေးရွာအုပ်စု
3,ကယားပြည်နယ်,4,အိုကေကျေးရွာအုပ်စု
3,ကယားပြည်နယ်,5,ဒေါဘူးကူးကျေးရွာ အုပ်စု
3,ကယားပြည်နယ်,6,ငွေတောင်ကျေးရွာ အုပ်စု
3,ကယားပြည်နယ်,7,စံပြ(6)မိုင်ကျေးရွာ အုပ်စု
3,ကယားပြည်နယ်,8,ဒေါကလော် ဒူကျေးရွာ အုပ်စု
3,ကယားပြည်နယ်,9,ဒေါဖုကျေးရွာ အုပ်စု
3,ကယားပြည်နယ်,10,ထီးဖိုးကလိုးကျေးရွာအုပ်စု
3,ကယားပြည်နယ်,11,ဒေါတမကြီး ကျေးရွာအုပ်စု
4,ကယားပြည်နယ်,1,ဒီးမော့ဆိုမြို့နယ်အတွင်းရှိ  မြို့မရပ်ကွက် (ဒီးမော့ဆိုမြို့)
4,ကယားပြည်နယ်,2,ဆောင်ဒူ ရွာသစ် ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,3,သေးဆူလဲ  ကျေးရွာအုပ်စု
4,ကယားပြည်နယ်,4,ဝါသောခိုရွာသစ်ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,5,ဒေါတော်ကူး ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,6,နောင်ပုလဲကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,7,ဒီးမော့ဆို ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,8,ဒေါရောက်ခူကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,9,လိုဘာခို ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,10,ဝါဘန်းပလို့ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,11,လိုပူ ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,12,မြလဲကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,13,ဟိုဝမ်ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,14,ဆောင်ဒူလာကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,15,ပန်ပက်ကျေးရွာ အုပ်စု
4,ကယားပြည်နယ်,16,ခူးပရာကျေးရွာ အုပ်စု
5,ကယားပြည်နယ်,1,ဖရူဆိုမြို့နယ်အတွင်းရှိ  ညောင်ဇင် ရပ်ကွက် (ဖရူဆိုမြို့)
5,ကယားပြည်နယ်,2,ထီးကူးဆိုရပ်ကွက်(ဖရူဆိုမြို့)
5,ကယားပြည်နယ်,3,ဒီးဒါးကူးရပ်ကွက်(ဖရူဆို မြို့)
5,ကယားပြည်နယ်,4,လောဘူးဒါးရပ်ကွက်(ဖရူဆိုမြို့)
5,ကယားပြည်နယ်,5,ဖရူဆိုကျေးရွာ အုပ်စု
5,ကယားပြည်နယ်,6,ထီးပေါ်ဆိုကျေးရွာအုပ်စု
5,ကယားပြည်နယ်,7,မာခရော်ရှေ့ ကျေးရွာ အုပ်စု
5,ကယားပြည်နယ်,8,ကေးလျား(ကြယ်ဖိုးကြီး) ကျေးရွာအုပ်စု
5,ကယားပြည်နယ်,9,တော်ခူ ကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,1,ဖရူဆိုမြို့နယ်အတွင်းရှိ  ထီးတရဲရပ်ကွက်(ဖရူဆိုမြို့)
6,ကယားပြည်နယ်,2,မိုဆို ကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,3,ဒိုးလာစောကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,4,ဒိုးပရယ် ကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,5,ရာဧပရား ကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,6,ဟိုယာ ကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,7,ဒိုမိုစောကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,8,ရော်ဒေါ်ခေါ ကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,9,ကေကောကျေးရွာ အုပ်စု
6,ကယားပြည်နယ်,10,သိုသီးဖို ကျေးရွာ အုပ်စု
7,ကယားပြည်နယ်,0,ရှားတောမြို့နယ် တစ်ခုလုံး
8,ကယားပြည်နယ်,1,ဘောလခဲမြို့နယ်အတွင်းရှိ  ရှမ်းပိုင်းရပ်ကွက်(ဘောလခဲမြို့)
8,ကယားပြည်နယ်,2,ကယားပိုင်းရပ်ကွက် (ဘောလခဲမြို့)
8,ကယားပြည်နယ်,3,နန်းဖဲကျေးရွာအုပ်စု
8,ကယားပြည်နယ်,4,ဘူးခူကျေးရွာအုပ်စု
9,ကယားပြည်နယ်,1,ဘောလခဲမြို့နယ်အတွင်းရှိ  မြောက်ပိုင်းရပ်ကွက်(ရွာသစ်မြို့)
9,ကယားပြည်နယ်,2,တောင်ပိုင်းရပ်ကွက်(ရွာသစ်မြို့)
9,ကယားပြည်နယ်,3,လွယ်ဝိုင်းကျေးရွာ အုပ်စု
9,ကယားပြည်နယ်,4,ဘောလခဲကျေးရွာအုပ်စု
9,ကယားပြည်နယ်,5,ချိကွဲ့ကျေးရွာ အုပ်စု
9,ကယားပြည်နယ်,6,စောလုံကျေးရွာ အုပ်စု
9,ကယားပြည်နယ်,7,ဝမ်လွဲ့ကျေးရွာ အုပ်စု
10,ကယားပြည်နယ်,1,ဖားဆောင်းမြို့နယ်အတွင်းရှိ  မြောက်ပိုင်းရပ်ကွက် (ဖားဆောင်းမြို့)
10,ကယားပြည်နယ်,2,တောင်ပိုင်းရပ်ကွက် (ဖားဆောင်းမြို့)
10,ကယားပြည်နယ်,3,ဖားဆောင်းကျေးရွာအုပ်စု
10,ကယားပြည်နယ်,4,ဝမ်အောင်းကျေးရွာအုပ်စု
10,ကယားပြည်နယ်,5,ဘဟန်းလော့ ကျေးရွာအုပ်စု
11,ကယားပြည်နယ်,1,ဖားဆောင်းမြို့နယ်အတွင်းရှိ  ကွာခီးကျေးရွာအုပ်စု
11,ကယားပြည်နယ်,2,ကော်သူ ဒိုး ကျေးရွာအုပ်စု
11,ကယားပြည်နယ်,3,မော်ချီးကျေးရွာအုပ်စု
11,ကယားပြည်နယ်,4,ကရယ်ခီး ကျေးရွာအုပ်စု
11,ကယားပြည်နယ်,5,မိုဆာခီးကျေးရွာအုပ်စု
12,ကယားပြည်နယ်,0,မယ်စဲမြို့နယ် တစ်ခုလုံး
1,ကရင်ပြည်နယ်,1,ဘားအံမြို့နယ်အတွင်းရှိ  ကူးဆိပ်ရပ်ကွက်(ဘားအံမြို့)
1,ကရင်ပြည်နယ်,2,ဇီးတောရပ်ကွက်(ဘားအံမြို့)
1,ကရင်ပြည်နယ်,3,ပြည်ထောင်စုရပ်ကွက် (ဘားအံမြို့)
1,ကရင်ပြည်နယ်,4,ဇွဲမာန်လွင်ရပ်ကွက်(ဘားအံမြို့)
1,ကရင်ပြည်နယ်,5,ထောင်ဝိ ရပ်ကွက်(ဘားအံမြို့)
1,ကရင်ပြည်နယ်,6,ကော့လှိုက်ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,7,တရုတ်လှ ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,8,ဝင်းကျန်ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,9,ကော့တရုတ်ရ ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,10,ကော့ထမ္မလိန်းကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,11,ကော့ သင်း ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,12,ကျုံဖဲကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,13,ကျုံစောင့် ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,14,ကော့သင်းရှူး(ထမ္မတိုင်) ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,15,ကော့စိန်ဘန်(အောက်)ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,16,ကော့ကဒါ ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,17,ကော့မူးတာကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,18,ကံခရဲ ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,19,ခရဲ(ကမ်းနား)ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,20,ခယား (အတွင်း)ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,21,ခယား(အပြင်) ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,22,ခလောက်ထောင်ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,23,ဂျိုင်း ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,24,ဇာသပြင်(အနောက်)ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,25,တော်ပုံကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,26,နောင်လုံ(အရှေ့)ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,27,နောင်လုံ (အနောက်) ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,28,နောင်ကုန်းကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,29,နတ်ထိပ်ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,30,နတ်ကျွန်းကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,31,နောင်ပလိန်ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,32,ဗျက္ခကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,33,မိသရောင်ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,34,ရဲသာကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,35,လက္ခဏကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,36,လှာကဒေါင်ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,37,လွန်းညကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,38,လှိုင်ကဘာကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,39,သံလှယ်ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,40,သာယာကုန်းကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,41,သာမညကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,42,အုန်းတပင်ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,43,အိန္ဒဲကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,44,စံဖရီးကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,45,ထောင် ကလပ်ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,46,အိန္ဒုကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,47,ကော့စိန်ဘန် (အထက်)  ကျေးရွာ အုပ်စု
1,ကရင်ပြည်နယ်,48,ရွှေတော ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,49,ဇာသပြင်(အရှေ့) ကျေးရွာအုပ်စု
1,ကရင်ပြည်နယ်,50,ကော့လမု ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,1,ဘားအံမြို့နယ်အတွင်းရှိ  သရက်တော
2,ကရင်ပြည်နယ်,0,မြိုင်သဇင်
2,ကရင်ပြည်နယ်,0,ကြာအင်း ရပ်ကွက် (ဘားအံမြို့)
2,ကရင်ပြည်နယ်,2,စျေးတန်းရပ်ကွက်(ဘားအံမြို့)
2,ကရင်ပြည်နယ်,3,အောင်နန်းမင်္ဂလာရပ်ကွက်(ဘားအံမြို့)
2,ကရင်ပြည်နယ်,4,ရတနာဒီပ ရပ်ကွက်(ဘားအံမြို့)
2,ကရင်ပြည်နယ်,5,ကော့သံခါကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,6,ကော့ ကျိုက်(ဖအွံ)ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,7,ကော့ဂွန်း(ဖဲကတာ) ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,8,ကော့ဂွန်း(ဘားကပ်)ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,9,ကော့ရင်း (အောက်)ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,10,ကော့ထော်ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,11,ကျောက်တလုံးကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,12,ခဲတောက်ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,13,ဆင်ကျုံးကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,14,ကုလားစု  ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,15,ထုံးအိုင် ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,16,နောင်ထလုံး ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,17,နှစ်ခြားကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,18,နောင်ကျန် ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,19,ပန်းကုန်းကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,20,ဖဲကတာ ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,21,ဖအွံကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,22,ဘားကပ်ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,23,မိဇံ ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,24,ကော့ကူးကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,25,မိကရင် ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,26,မုက္ကဒိကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,27,မြိုင်ကလေး ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,28,မှိုင်းကံကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,29,ရသေ့ပျံ ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,30,ရေကျော်ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,31,မင်းဇီ ကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,32,ဝဲကြီးကျေးရွာအုပ်စု
2,ကရင်ပြည်နယ်,33,ဝတ်ကြီး ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,34,ကော့ရင်း(အထက်) ကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,35,ဘင်ဂျီကျေးရွာ အုပ်စု
2,ကရင်ပြည်နယ်,36,လှာကာ ကျေးရွာ အုပ်စု
